"JM PMM UK","*","SL","XAG","EUR","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_eur%","00007","AG","~","TRAE","~","4108","4108","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1272","2072","1142","04","04","01","02","03","~","~","KL5E","8868","872","8392","8622","Credit","Debit","8848","872","Credit","Debit","~","~","%region_ext_bu%","TE","3108","311","3108","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAG","GBP","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_gbp%","00005","AG","~","TRA","~","4108","4108","~","4101","4151","4151","~","4141","4141","~","~","005","1272","2072","1142","04","04","01","02","03","~","~","KL5","8868","872","8392","8622","Credit","Debit","8848","872","Credit","Debit","~","~","%region_ext_bu%","T","3108","311","3108","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAG","USD","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_usd%","00006","AG","~","TRAD","~","4108","4108","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1272","2072","1142","04","04","01","02","03","~","~","KL5D","8868","872","8392","8622","Credit","Debit","8848","872","Credit","Debit","~","~","%region_ext_bu%","TD","3108","311","3108","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAU","EUR","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_eur%","00007","AU","~","TRAE","~","4107","4107","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1271","2071","1141","04","04","01","02","03","~","~","KL5E","8867","872","8392","8621","Credit","Debit","8847","872","Credit","Debit","~","~","%region_ext_bu%","TE","3107","311","3107","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAU","GBP","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_gbp%","00005","AU","~","TRA","~","4107","4107","~","4101","4151","4151","~","4141","4141","~","~","005","1271","2071","1141","04","04","01","02","03","~","~","KL5","8867","872","8392","8621","Credit","Debit","8847","872","Credit","Debit","~","~","%region_ext_bu%","T","3107","311","3107","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAU","USD","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_usd%","00006","AU","~","TRAD","~","4107","4107","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1271","2071","1141","04","04","01","02","03","~","~","KL5D","8867","872","8392","8621","Credit","Debit","8847","872","Credit","Debit","~","~","%region_ext_bu%","TD","3107","311","3107","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XIR","EUR","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_eur%","00007","IR","~","TRAE","~","4103","4103","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1277","2077","1147","04","04","01","02","03","~","~","KL5E","8863","872","8392","8627","Credit","Debit","8843","872","Credit","Debit","~","~","%region_ext_bu%","TE","3103","311","3103","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XIR","GBP","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_gbp%","00005","IR","~","TRA","~","4103","4103","~","4101","4151","4151","~","4141","4141","~","~","005","1277","2077","1147","04","04","01","02","03","~","~","KL5","8863","872","8392","8627","Credit","Debit","8843","872","Credit","Debit","~","~","%region_ext_bu%","T","3103","311","3103","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XIR","USD","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_usd%","00006","IR","~","TRAD","~","4103","4103","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1277","2077","1147","04","04","01","02","03","~","~","KL5D","8863","872","8392","8627","Credit","Debit","8843","872","Credit","Debit","~","~","%region_ext_bu%","TD","3103","311","3103","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XOS","EUR","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_eur%","00007","OS","~","TRAE","~","4106","4106","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1278","2078","1148","04","04","01","02","03","~","~","KL5E","8866","872","8392","8628","Credit","Debit","8846","872","Credit","Debit","~","~","%region_ext_bu%","TE","3106","311","3106","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XOS","GBP","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_gbp%","00005","OS","~","TRA","~","4106","4106","~","4101","4151","4151","~","4141","4141","~","~","005","1278","2078","1148","04","04","01","02","03","~","~","KL5","8866","872","8392","8628","Credit","Debit","8846","872","Credit","Debit","~","~","%region_ext_bu%","T","3106","311","3106","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","GL","EUR","GBP","EUR","UK FX; SA FX","*","*","*","%customer_code_gbp%","00007","EUR","TRAE","~","4120","~","~","4101","~","~","~","~","~","~","~","~","BSEU","2420","~","~","90305","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","EUR","GBP","GBP","UK FX; SA FX","*","*","*","%customer_code_gbp%","00005","GBP","TRA","~","4120","~","~","4101","~","~","~","~","~","~","~","~","005","2420","~","~","90305","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","EUR","GBP","GBP","UK FX; SA FX","*","*","*","%customer_code_gbp%","00005","GBP","~","~","~","~","~","~","~","4151","4151","~","4141","4141","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","005","2420","90305","90307","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","XPD","EUR","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_eur%","00007","PD","~","TRAE","~","4102","4102","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1274","2074","1144","04","04","01","02","03","~","~","KL5E","8862","872","8392","8624","Credit","Debit","8842","872","Credit","Debit","~","~","%region_ext_bu%","TE","3102","311","3102","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XPD","GBP","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_gbp%","00005","PD","~","TRA","~","4102","4102","~","4101","4151","4151","~","4141","4141","~","~","005","1274","2074","1144","04","04","01","02","03","~","~","KL5","8862","872","8392","8624","Credit","Debit","8842","872","Credit","Debit","~","~","%region_ext_bu%","T","3102","311","3102","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","*","EUR","GBP;EUR;USD;ZAR","*","Transfer Charge","*","Sell","%customer_code_eur%","00007","CHARGE","~","~","~","~","~","~","~","~","~","~","~","~","~","~","TRAD","4005","~","~","410","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","TE","3111","311","3111","338","~","~","TVRE","3000","~","~","~","~","~","~","~","~","~","005","2151","2152","2155","~","~"
"JM PMM HK","*","SL","XAU","USD","GBP;EUR;USD;ZAR","*","*","C","Sell","%party_code_hk%","310","AU","~","~","~","~","~","~","~","~","~","~","~","~","~","~","310","1280","1287","1286","AU","AU","AU","AU","AU","~","~","3101","7511","AU","3101","7515","Credit","Debit","7522","AU","Credit","Debit","~","~","~","31014","3110","AU","31014","3120","~","~","31014","3110","00","~","3120","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM HK","*","SL","XIR","USD","GBP;EUR;USD;ZAR","*","*","C","Sell","%party_code_hk%","310","IR","~","~","~","~","~","~","~","~","~","~","~","~","~","~","310","1280","1287","1286","IR","IR","IR","IR","IR","~","~","3101","7511","IR","3101","7515","Credit","Debit","7522","IR","Credit","Debit","~","~","~","31013","3110","IR","31013","3120","~","~","31013","3110","00","~","3120","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","XPD","USD","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_usd%","00006","PD","~","TRAD","~","4102","4102","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1274","2074","1144","04","04","01","02","03","~","~","KL5D","8862","872","8392","8624","Credit","Debit","8842","872","Credit","Debit","~","~","%region_ext_bu%","TD","3102","311","3102","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XPT","EUR","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_eur%","00007","PT","~","TRAE","~","4101","4101","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1273","2073","1143","04","04","01","02","03","~","~","KL5E","8861","872","8392","8623","Credit","Debit","8841","872","Credit","Debit","~","~","%region_ext_bu%","TE","3101","311","3101","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XPT","GBP","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_gbp%","00005","PT","~","TRA","~","4101","4101","~","4101","4151","4151","~","4141","4141","~","~","005","1273","2073","1143","04","04","01","02","03","~","~","KL5","8861","872","8392","8623","Credit","Debit","8841","872","Credit","Debit","~","~","%region_ext_bu%","T","3101","311","3101","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XPT","USD","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_usd%","00006","PT","~","TRAD","~","4101","4101","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1273","2073","1143","04","04","01","02","03","~","~","KL5D","8861","872","8392","8623","Credit","Debit","8841","872","Credit","Debit","~","~","%region_ext_bu%","TD","3101","311","3101","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRH","EUR","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_eur%","00007","RH","~","TRAE","~","4104","4104","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1275","2075","1145","04","04","01","02","03","~","~","KL5E","8864","872","8392","8625","Credit","Debit","8844","872","Credit","Debit","~","~","%region_ext_bu%","TE","3104","311","3104","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRH","GBP","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_gbp%","00005","RH","~","TRA","~","4104","4104","~","4101","4151","4151","~","4141","4141","~","~","005","1275","2075","1145","04","04","01","02","03","~","~","KL5","8864","872","8392","8625","Credit","Debit","8844","872","Credit","Debit","~","~","%region_ext_bu%","T","3104","311","3104","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRH","USD","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_usd%","00006","RH","~","TRAD","~","4104","4104","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1275","2075","1145","04","04","01","02","03","~","~","KL5D","8864","872","8392","8625","Credit","Debit","8844","872","Credit","Debit","~","~","%region_ext_bu%","TD","3104","311","3104","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRU","EUR","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_eur%","00007","RU","~","TRAE","~","4105","4105","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1276","2076","1146","04","04","01","02","03","~","~","KL5E","8865","872","8392","8626","Credit","Debit","8845","872","Credit","Debit","~","~","%region_ext_bu%","TE","3105","311","3105","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRU","GBP","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_gbp%","00005","RU","~","TRA","~","4105","4105","~","4101","4151","4151","~","4141","4141","~","~","005","1276","2076","1146","04","04","01","02","03","~","~","KL5","8865","872","8392","8626","Credit","Debit","8845","872","Credit","Debit","~","~","%region_ext_bu%","T","3105","311","3105","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRU","USD","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_usd%","00006","RU","~","TRAD","~","4105","4105","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1276","2076","1146","04","04","01","02","03","~","~","KL5D","8865","872","8392","8626","Credit","Debit","8845","872","Credit","Debit","~","~","%region_ext_bu%","TD","3105","311","3105","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAG","EUR","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_eur%","00007","AG","~","TRAE","~","4108","4108","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1272","2072","1142","04","04","01","02","03","~","~","KL5E","8848","872","8392","8622","Debit","Credit","8868","872","Debit","Credit","~","~","%region_ext_bu%","TE","3108","311","3108","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAG","GBP","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_gbp%","00005","AG","~","TRA","~","4108","4108","~","4101","4151","4151","~","4141","4141","~","~","005","1272","2072","1142","04","04","01","02","03","~","~","KL5","8848","872","8392","8622","Debit","Credit","8868","872","Debit","Credit","~","~","%region_ext_bu%","T","3108","311","3108","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAG","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_usd%","00006","AG","~","TRAD","~","4108","4108","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1272","2072","1142","04","04","01","02","03","~","~","KL5D","8848","872","8392","8622","Debit","Credit","8868","872","Debit","Credit","~","~","%region_ext_bu%","TD","3108","311","3108","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","GL","GBP","EUR","EUR","UK FX; SA FX","*","*","*","%customer_code_eur%","00007","EUR","TRAE","~","4120","~","~","4101","~","~","~","~","~","~","~","~","BSEU","2420","~","~","90305","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","GBP","EUR","EUR","UK FX; SA FX","*","*","*","%customer_code_eur%","00007","EUR","~","~","~","~","~","~","~","4151","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","BSEU","2420","90305","90307","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","GBP","EUR","GBP","UK FX; SA FX","*","*","*","%customer_code_eur%","00005","GBP","TRA","~","4120","~","~","4101","~","~","~","~","~","~","~","~","005","2420","~","~","90305","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM HK","*","SL","XRH","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%party_code_hk%","310","RH","~","~","~","~","~","~","~","~","~","~","~","~","~","~","310","1280","1287","1286","RH","RH","RH","RH","RH","~","~","3101","7521","RH","3101","7515","Debit","Credit","7511","RH","Debit","Credit","~","~","~","31013","3110","RH","31013","3120","~","~","31013","3110","~","~","3120","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","EUR","GBP;EUR;USD;ZAR","*","Metal Rentals - PALLADIUM","*","Sell","%customer_code_eur%","00007","PD","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5E","8370","8482","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","EUR","GBP;EUR;USD;ZAR","*","Metal Rentals - SILVER","*","Sell","%customer_code_eur%","00007","AG","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5E","8370","8498","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PM LTD","*","SL","XOS","ZAR","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_zar%","00008","OS","~","TRAR","~","4106","4106","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1278","2078","1148","04","04","01","02","03","~","~","KL5R","8866","872","8392","8628","Credit","Debit","8846","872","Credit","Debit","~","~","%region_ext_bu%","TR","3106","311","3106","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XPD","USD","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_usd%","00009","PD","~","RTRAD","~","4102","4102","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1274","2074","1144","04","04","01","02","03","~","~","RKL5D","8862","872","8392","8624","Credit","Debit","8842","872","Credit","Debit","~","~","R+%region_ext_bu%","TD","3102","311","3102","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XPD","ZAR","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_zar%","00008","PD","~","TRAR","~","4102","4102","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1274","2074","1144","04","04","01","02","03","~","~","KL5R","8862","872","8392","8624","Credit","Debit","8842","872","Credit","Debit","~","~","%region_ext_bu%","TR","3102","311","3102","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XPT","USD","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_usd%","00009","PT","~","RTRAD","~","4101","4101","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1273","2073","1143","04","04","01","02","03","~","~","RKL5D","8861","872","8392","8623","Credit","Debit","8841","872","Credit","Debit","~","~","R+%region_ext_bu%","TD","3101","311","3101","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XPT","ZAR","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_zar%","00008","PT","~","TRAR","~","4101","4101","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1273","2073","1143","04","04","01","02","03","~","~","KL5R","8861","872","8392","8623","Credit","Debit","8841","872","Credit","Debit","~","~","%region_ext_bu%","TR","3101","311","3101","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XRH","USD","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_usd%","00009","RH","~","RTRAD","~","4104","4104","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1275","2075","1145","04","04","01","02","03","~","~","RKL5D","8864","872","8392","8625","Credit","Debit","8844","872","Credit","Debit","~","~","R+%region_ext_bu%","TD","3104","311","3104","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XRH","ZAR","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_zar%","00008","RH","~","TRAR","~","4104","4104","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1275","2075","1145","04","04","01","02","03","~","~","KL5R","8864","872","8392","8625","Credit","Debit","8844","872","Credit","Debit","~","~","%region_ext_bu%","TR","3104","311","3104","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XRU","USD","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_usd%","00009","RU","~","RTRAD","~","4105","4105","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1276","2076","1146","04","04","01","02","03","~","~","RKL5D","8865","872","8392","8626","Credit","Debit","8845","872","Credit","Debit","~","~","R+%region_ext_bu%","TD","3105","311","3105","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XRU","ZAR","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_zar%","00008","RU","~","TRAR","~","4105","4105","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1276","2076","1146","04","04","01","02","03","~","~","KL5R","8865","872","8392","8626","Credit","Debit","8845","872","Credit","Debit","~","~","%region_ext_bu%","TR","3105","311","3105","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XAG","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_usd%","00009","AG","~","RTRAD","~","4108","4108","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1272","2072","1142","04","04","01","02","03","~","~","RKL5D","8848","872","8392","8622","Debit","Credit","8868","872","Debit","Credit","~","~","R+%region_ext_bu%","TD","3108","311","3108","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XAG","ZAR","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_zar%","00008","AG","~","TRAR","~","4108","4108","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1272","2072","1142","04","04","01","02","03","~","~","KL5R","8848","872","8392","8622","Debit","Credit","8868","872","Debit","Credit","~","~","%region_ext_bu%","TR","3108","311","3108","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XAU","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_usd%","00009","AU","~","RTRAD","~","4107","4107","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1271","2071","1141","04","04","01","02","03","~","~","RKL5D","8847","872","8392","8621","Debit","Credit","8867","872","Debit","Credit","~","~","R+%region_ext_bu%","TD","3107","311","3107","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XAU","ZAR","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_zar%","00008","AU","~","TRAR","~","4107","4107","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1271","2071","1141","04","04","01","02","03","~","~","KL5R","8847","872","8392","8621","Debit","Credit","8867","872","Debit","Credit","~","~","%region_ext_bu%","TR","3107","311","3107","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XIR","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_usd%","00009","IR","~","RTRAD","~","4103","4103","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1277","2077","1147","04","04","01","02","03","~","~","RKL5D","8843","872","8392","8627","Debit","Credit","8863","872","Debit","Credit","~","~","R+%region_ext_bu%","TD","3103","311","3103","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XIR","ZAR","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_zar%","00008","IR","~","TRAR","~","4103","4103","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1277","2077","1147","04","04","01","02","03","~","~","KL5R","8843","872","8392","8627","Debit","Credit","8863","872","Debit","Credit","~","~","%region_ext_bu%","TR","3103","311","3103","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PMM US","*","SL","XOS","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%party_code_us%","716","OS","~","71602","~","4110","4106","~","410","4122","4132","~","4121","4131","~","~","716","1288","2078","1148","101","104","101","102","103","~","~","71602","8826","871","~","~","Debit","Credit","8806","871","Debit","Credit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XPD","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%party_code_us%","716","PD","~","71602","~","4110","4102","~","410","4122","4132","~","4121","4131","~","~","716","1284","2074","1144","101","104","101","102","103","~","~","71602","8822","871","~","~","Debit","Credit","8802","871","Debit","Credit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XPT","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%party_code_us%","716","PT","~","71602","~","4110","4101","~","410","4122","4132","~","4121","4131","~","~","716","1283","2073","1143","101","104","101","102","103","~","~","71602","8821","871","~","~","Debit","Credit","8801","871","Debit","Credit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PM LTD","*","SL","XOS","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_usd%","00009","OS","~","RTRAD","~","4106","4106","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1278","2078","1148","04","04","01","02","03","~","~","RKL5D","8846","872","8392","8628","Debit","Credit","8866","872","Debit","Credit","~","~","R+%region_ext_bu%","TD","3106","311","3106","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XOS","ZAR","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_zar%","00008","OS","~","TRAR","~","4106","4106","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1278","2078","1148","04","04","01","02","03","~","~","KL5R","8846","872","8392","8628","Debit","Credit","8866","872","Debit","Credit","~","~","%region_ext_bu%","TR","3106","311","3106","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XPD","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_usd%","00009","PD","~","RTRAD","~","4102","4102","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1274","2074","1144","04","04","01","02","03","~","~","RKL5D","8842","872","8392","8624","Debit","Credit","8862","872","Debit","Credit","~","~","R+%region_ext_bu%","TD","3102","311","3102","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XPD","ZAR","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_zar%","00008","PD","~","TRAR","~","4102","4102","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1274","2074","1144","04","04","01","02","03","~","~","KL5R","8842","872","8392","8624","Debit","Credit","8862","872","Debit","Credit","~","~","%region_ext_bu%","TR","3102","311","3102","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
