"JM PMM UK","*","SL","GBP","USD","GBP","UK FX; SA FX","*","*","*","%customer_code_usd%","00005","GBP","~","~","~","~","~","~","~","4151","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","%region_ext_bu%","TD","3122","311","3122","338","~","~","TVRD","3000","~","~","~","005","2420","90305","90307","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","USD","EUR","USD","UK FX; SA FX","*","*","*","%customer_code_eur%","00006","USD","TRAD","~","4120","~","~","4101","~","~","~","~","~","~","~","~","BSUS","2420","~","~","90305","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","USD","EUR","EUR","UK FX; SA FX","*","*","*","%customer_code_eur%","00007","EUR","TRAE","~","4120","~","~","4101","~","~","~","~","~","~","~","~","BSEU","2420","~","~","90305","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","USD","GBP","USD","UK FX; SA FX","*","*","*","%customer_code_gbp%","00006","USD","TRAD","~","4120","~","~","4101","~","~","~","~","~","~","~","~","BSUS","2420","~","~","90305","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","XAG","EUR","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_eur%","00007","AG","~","TRAE","~","4108","4108","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1272","2072","1142","04","04","01","02","03","~","~","KL5E","8808","871","8392","8622","Credit","Debit","8828","871","Credit","Debit","~","~","%region_ext_bu%","TE","3108","311","3108","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAG","GBP","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_gbp%","00005","AG","~","TRA","~","4108","4108","~","4101","4151","4151","~","4141","4141","~","~","005","1272","2072","1142","04","04","01","02","03","~","~","KL5","8808","871","8392","8622","Credit","Debit","8828","871","Credit","Debit","~","~","%region_ext_bu%","T","3108","311","3108","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAG","USD","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_usd%","00006","AG","~","TRAD","~","4108","4108","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1272","2072","1142","04","04","01","02","03","~","~","KL5D","8808","871","8392","8622","Credit","Debit","8828","871","Credit","Debit","~","~","%region_ext_bu%","TD","3108","311","3108","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAU","EUR","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_eur%","00007","AU","~","TRAE","~","4107","4107","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1271","2071","1141","04","04","01","02","03","~","~","KL5E","8807","871","8392","8621","Credit","Debit","8827","871","Credit","Debit","~","~","%region_ext_bu%","TE","3107","311","3107","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAU","GBP","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_gbp%","00005","AU","~","TRA","~","4107","4107","~","4101","4151","4151","~","4141","4141","~","~","005","1271","2071","1141","04","04","01","02","03","~","~","KL5","8807","871","8392","8621","Credit","Debit","8827","871","Credit","Debit","~","~","%region_ext_bu%","T","3107","311","3107","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAU","USD","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_usd%","00006","AU","~","TRAD","~","4107","4107","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1271","2071","1141","04","04","01","02","03","~","~","KL5D","8807","871","8392","8621","Credit","Debit","8827","871","Credit","Debit","~","~","%region_ext_bu%","TD","3107","311","3107","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XIR","EUR","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_eur%","00007","IR","~","TRAE","~","4103","4103","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1277","2077","1147","04","04","01","02","03","~","~","KL5E","8803","871","8392","8627","Credit","Debit","8823","871","Credit","Debit","~","~","%region_ext_bu%","TE","3103","311","3103","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XIR","GBP","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_gbp%","00005","IR","~","TRA","~","4103","4103","~","4101","4151","4151","~","4141","4141","~","~","005","1277","2077","1147","04","04","01","02","03","~","~","KL5","8803","871","8392","8627","Credit","Debit","8823","871","Credit","Debit","~","~","%region_ext_bu%","T","3103","311","3103","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XIR","USD","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_usd%","00006","IR","~","TRAD","~","4103","4103","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1277","2077","1147","04","04","01","02","03","~","~","KL5D","8803","871","8392","8627","Credit","Debit","8823","871","Credit","Debit","~","~","%region_ext_bu%","TD","3103","311","3103","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XOS","EUR","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_eur%","00007","OS","~","TRAE","~","4106","4106","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1278","2078","1148","04","04","01","02","03","~","~","KL5E","8806","871","8392","8628","Credit","Debit","8826","871","Credit","Debit","~","~","%region_ext_bu%","TE","3106","311","3106","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XOS","GBP","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_gbp%","00005","OS","~","TRA","~","4106","4106","~","4101","4151","4151","~","4141","4141","~","~","005","1278","2078","1148","04","04","01","02","03","~","~","KL5","8806","871","8392","8628","Credit","Debit","8826","871","Credit","Debit","~","~","%region_ext_bu%","T","3106","311","3106","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","*","EUR","GBP;EUR;USD;ZAR","*","Shipping Charges","*","Sell","%customer_code_eur%","00007","CHARGE","~","~","~","~","~","~","~","~","~","~","~","~","~","~","TRAE","4003","~","~","410","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","%region_ext_bu%","TE","3111","311","3111","338","~","~","TVRE","3000","~","~","~","~","~","~","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","*","GBP","GBP;EUR;USD;ZAR","*","Metal Rentals - GOLD","*","Sell","%customer_code_gbp%","00005","AU","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5","8370","8497","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","GBP","GBP;EUR;USD;ZAR","*","Metal Rentals - RUTHENIUM","*","Sell","%customer_code_gbp%","00005","RU","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5","8370","8495","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","GBP","GBP;EUR;USD;ZAR","*","Metal Rentals - RHODIUM","*","Sell","%customer_code_gbp%","00005","RH","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5","8370","8494","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","GBP","GBP;EUR;USD;ZAR","*","Shipping Charges","*","Sell","%customer_code_gbp%","00005","CHARGE","~","~","~","~","~","~","~","~","~","~","~","~","~","~","TRA","4003","~","~","410","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","%region_ext_bu%","T","3111","311","3111","338","~","~","TVR","3000","~","~","~","~","~","~","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","*","GBP","GBP;EUR;USD;ZAR","*","Transfer Charge","*","Sell","%customer_code_gbp%","00005","CHARGE","~","~","~","~","~","~","~","~","~","~","~","~","~","~","TRAD","4005","~","~","410","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","T","3111","311","3111","338","~","~","TVR","3000","~","~","~","~","~","~","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","*","GBP","GBP;EUR;USD;ZAR","*","Metal Rentals - SILVER","*","Sell","%customer_code_gbp%","00005","AG","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5","8370","8498","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","GBP","GBP;EUR;USD;ZAR","*","Metal Rentals - OSMIUM","*","Sell","%customer_code_gbp%","00005","OS","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5","8370","8496","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","GBP","GBP;EUR;USD;ZAR","*","Metal Rentals - IRIDIUM","*","Sell","%customer_code_gbp%","00005","IR","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5","8370","8493","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","GBP","GBP;EUR;USD;ZAR","*","Transportation;Shipping Freight","*","Sell","%customer_code_gbp%","00005","FREIGHT","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KG2","6501","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","%region_ext_bu%","T","3111","311","3111","338","~","~","TVR","3000","~","~","~","~","~","~","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","*","GBP","GBP;EUR;USD;ZAR","*","Metal Rentals - PALLADIUM","*","Sell","%customer_code_gbp%","00005","PD","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5","8370","8492","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","GBP","GBP;EUR;USD;ZAR","*","Metal Rentals - PLATINUM","*","Sell","%customer_code_gbp%","00005","PT","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5","8370","8491","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - GOLD","*","Sell","%customer_code_usd%","00006","AU","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5D","8370","8497","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","TVRD","3000","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Shipping Charges","*","Sell","%customer_code_usd%","00006","CHARGE","~","~","~","~","~","~","~","~","~","~","~","~","~","~","TRAD","4003","~","~","410","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","%region_ext_bu%","TD","3111","311","3111","338","~","~","TVRD","3000","~","~","~","~","~","~","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - IRIDIUM","*","Sell","%customer_code_usd%","00006","IR","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5D","8370","8493","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","TVRD","3000","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - PLATINUM","*","Sell","%customer_code_usd%","00006","PT","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5D","8370","8491","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","TVRD","3000","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - RHODIUM","*","Sell","%customer_code_usd%","00006","RH","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5D","8370","8494","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","TVRD","3000","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - OSMIUM","*","Sell","%customer_code_usd%","00006","OS","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5D","8370","8496","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","TVRD","3000","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XAG","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%party_code_us%","716","AG","~","71602","~","4110","4108","~","410","4122","4132","~","4121","4131","~","~","716","1282","2072","1142","101","104","101","102","103","~","~","71602","8848","872","~","~","Debit","Credit","8868","872","Debit","Credit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XAU","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%party_code_us%","716","AU","~","71602","~","4110","4107","~","410","4122","4132","~","4121","4131","~","~","716","1281","2071","1141","101","104","101","102","103","~","~","71602","8847","872","~","~","Debit","Credit","8867","872","Debit","Credit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XIR","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%party_code_us%","716","IR","~","71602","~","4110","4103","~","410","4122","4132","~","4121","4131","~","~","716","1287","2077","1147","101","104","101","102","103","~","~","71602","8843","872","~","~","Debit","Credit","8863","872","Debit","Credit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XOS","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%party_code_us%","716","OS","~","71602","~","4110","4106","~","410","4122","4132","~","4121","4131","~","~","716","1288","2078","1148","101","104","101","102","103","~","~","71602","8846","872","~","~","Debit","Credit","8866","872","Debit","Credit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XPD","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%party_code_us%","716","PD","~","71602","~","4110","4102","~","410","4122","4132","~","4121","4131","~","~","716","1284","2074","1144","101","104","101","102","103","~","~","71602","8842","872","~","~","Debit","Credit","8862","872","Debit","Credit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XPT","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%party_code_us%","716","PT","~","71602","~","4110","4101","~","410","4122","4132","~","4121","4131","~","~","716","1283","2073","1143","101","104","101","102","103","~","~","71602","8841","872","~","~","Debit","Credit","8861","872","Debit","Credit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XRH","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%party_code_us%","716","RH","~","71602","~","4110","4104","~","410","4122","4132","~","4121","4131","~","~","716","1285","2075","1145","101","104","101","102","103","~","~","71602","8844","872","~","~","Debit","Credit","8864","872","Debit","Credit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
