o_rule_id,o_scenario_id,mode,ins_type,buy_sell,tran_status,trade_type,event_type,settle_currency,from_currency,to_currency,ext_bu_jm_group,cpy_is_jm_group,int_bu,cflow_type,internal_portfolio,reverse_gl,para_postion,swap_type,o_account_type,o_item_type,o_document_type,o_account_number,o_reversal_code,o_cost_center,o_event_num_grouping,o_doc_ccy_amount,o_doc_ccy_base_amount,o_doc_ccy_base_currency,o_doc_ccy_tax_amount,o_doc_ccy_tax_currency,o_partner_code,o_partner_type,o_partner_code_ccy,o_int_bu_ccy,o_grouping_item,o_value_date,o_grouping_document,o_free_int_col2,o_baseline_date,o_buy_sell_note,o_doc_posting_date
542,SID0160,SL,LOAN-ML,Buy,Cancelled,*,Tax Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Debit,KA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
543,SID0161,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XRH,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750706, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
544,SID0161,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XRH,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750706, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
545,SID0161,SL,LOAN-ML,Buy,Validated,*,Tax Settlement,CNY,XRH,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750706, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
546,SID0161,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XRH,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
547,SID0161,SL,LOAN-ML,Buy,Validated,*,Tax Settlement,CNY,XRH,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
548,SID0162,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XRH,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750706,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
549,SID0162,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XRH,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750706,Z2,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
550,SID0162,SL,LOAN-ML,Buy,Cancelled,*,Tax Settlement,CNY,XRH,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750706,Z2,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
551,SID0162,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XRH,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Debit,KA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
552,SID0162,SL,LOAN-ML,Buy,Cancelled,*,Tax Settlement,CNY,XRH,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Debit,KA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
553,SID0163,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XRU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750707, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
554,SID0163,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XRU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750707, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
555,SID0163,SL,LOAN-ML,Buy,Validated,*,Tax Settlement,CNY,XRU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750707, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
556,SID0163,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XRU,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
557,SID0163,SL,LOAN-ML,Buy,Validated,*,Tax Settlement,CNY,XRU,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
558,SID0164,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XRU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750707,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
559,SID0164,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XRU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750707,Z2,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
560,SID0164,SL,LOAN-ML,Buy,Cancelled,*,Tax Settlement,CNY,XRU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750707,Z2,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
561,SID0164,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XRU,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Debit,KA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
562,SID0164,SL,LOAN-ML,Buy,Cancelled,*,Tax Settlement,CNY,XRU,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Debit,KA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
563,SID0165,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XOS,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750708, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
564,SID0165,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XOS,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750708, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
565,SID0165,SL,LOAN-ML,Buy,Validated,*,Tax Settlement,CNY,XOS,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750708, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
566,SID0165,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XOS,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
567,SID0165,SL,LOAN-ML,Buy,Validated,*,Tax Settlement,CNY,XOS,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
568,SID0166,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XOS,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750708,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
569,SID0166,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XOS,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750708,Z2,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
570,SID0166,SL,LOAN-ML,Buy,Cancelled,*,Tax Settlement,CNY,XOS,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750708,Z2,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
571,SID0166,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XOS,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Debit,KA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
572,SID0166,SL,LOAN-ML,Buy,Cancelled,*,Tax Settlement,CNY,XOS,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Debit,KA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
573,SID0167,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XAU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750701, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
574,SID0167,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XAU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750701, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
575,SID0167,SL,LOAN-ML,Buy,Validated,*,Tax Settlement,CNY,XAU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750701, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
576,SID0167,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XAU,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
577,SID0167,SL,LOAN-ML,Buy,Validated,*,Tax Settlement,CNY,XAU,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
578,SID0168,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XAU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750701,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
579,SID0168,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XAU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750701,Z2,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
580,SID0168,SL,LOAN-ML,Buy,Cancelled,*,Tax Settlement,CNY,XAU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750701,Z2,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
581,SID0168,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XAU,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Debit,KA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
582,SID0168,SL,LOAN-ML,Buy,Cancelled,*,Tax Settlement,CNY,XAU,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Debit,KA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
583,SID0169,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XAG,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750702, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
584,SID0169,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XAG,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750702, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
585,SID0169,SL,LOAN-ML,Buy,Validated,*,Tax Settlement,CNY,XAG,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750702, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
586,SID0169,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XAG,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
587,SID0169,SL,LOAN-ML,Buy,Validated,*,Tax Settlement,CNY,XAG,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
588,SID0170,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XAG,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750702,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
589,SID0170,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XAG,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750702,Z2,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
590,SID0170,SL,LOAN-ML,Buy,Cancelled,*,Tax Settlement,CNY,XAG,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750702,Z2,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
591,SID0170,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XAG,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Debit,KA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
592,SID0170,SL,LOAN-ML,Buy,Cancelled,*,Tax Settlement,CNY,XAG,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Debit,KA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
593,SID0171,SL,DEPO-ML,Sell,Validated,*,Cash Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DR,750703, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
594,SID0171,SL,DEPO-ML,Sell,Validated,*,Cash Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DR,750703, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
595,SID0171,SL,DEPO-ML,Sell,Validated,*,Tax Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DR,750703, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
596,SID0171,SL,DEPO-ML,Sell,Validated,*,Cash Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Debit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
597,SID0171,SL,DEPO-ML,Sell,Validated,*,Tax Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Debit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
598,SID0172,SL,DEPO-ML,Sell,Cancelled,*,Cash Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DA,750703,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
599,SID0172,SL,DEPO-ML,Sell,Cancelled,*,Cash Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DA,750703,Z2,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
600,SID0172,SL,DEPO-ML,Sell,Cancelled,*,Tax Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DA,750703,Z2,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
601,SID0172,SL,DEPO-ML,Sell,Cancelled,*,Cash Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Credit,DA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
602,SID0172,SL,DEPO-ML,Sell,Cancelled,*,Tax Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Credit,DA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
603,SID0173,SL,DEPO-ML,Sell,Validated,*,Cash Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DR,750704, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
604,SID0173,SL,DEPO-ML,Sell,Validated,*,Cash Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DR,750704, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
605,SID0173,SL,DEPO-ML,Sell,Validated,*,Tax Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DR,750704, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
606,SID0173,SL,DEPO-ML,Sell,Validated,*,Cash Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Debit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
607,SID0173,SL,DEPO-ML,Sell,Validated,*,Tax Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Debit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
608,SID0174,SL,DEPO-ML,Sell,Cancelled,*,Cash Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DA,750704,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
609,SID0174,SL,DEPO-ML,Sell,Cancelled,*,Cash Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DA,750704,Z2,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
610,SID0174,SL,DEPO-ML,Sell,Cancelled,*,Tax Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DA,750704,Z2,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
611,SID0174,SL,DEPO-ML,Sell,Cancelled,*,Cash Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Credit,DA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
612,SID0174,SL,DEPO-ML,Sell,Cancelled,*,Tax Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Credit,DA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
613,SID0175,SL,DEPO-ML,Sell,Validated,*,Cash Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DR,750705, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
614,SID0175,SL,DEPO-ML,Sell,Validated,*,Cash Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DR,750705, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
615,SID0175,SL,DEPO-ML,Sell,Validated,*,Tax Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DR,750705, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
616,SID0175,SL,DEPO-ML,Sell,Validated,*,Cash Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Debit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
617,SID0175,SL,DEPO-ML,Sell,Validated,*,Tax Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Debit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
618,SID0176,SL,DEPO-ML,Sell,Cancelled,*,Cash Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DA,750705,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
619,SID0176,SL,DEPO-ML,Sell,Cancelled,*,Cash Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DA,750705,Z2,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
620,SID0176,SL,DEPO-ML,Sell,Cancelled,*,Tax Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DA,750705,Z2,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
