o_rule_id,o_scenario_id,mode,ins_type,buy_sell,tran_status,trade_type,event_type,settle_currency,from_currency,to_currency,ext_bu_jm_group,cpy_is_jm_group,int_bu,cflow_type,internal_portfolio,reverse_gl,para_postion,swap_type,o_account_type,o_item_type,o_document_type,o_account_number,o_reversal_code,o_cost_center,o_event_num_grouping,o_doc_ccy_amount,o_doc_ccy_base_amount,o_doc_ccy_base_currency,o_doc_ccy_tax_amount,o_doc_ccy_tax_currency,o_partner_code,o_partner_type,o_partner_code_ccy,o_int_bu_ccy,o_grouping_item,o_value_date,o_grouping_document,o_free_int_col2,o_baseline_date,o_buy_sell_note,o_doc_posting_date
10377,SID2044,SL,CASH,Sell,Cancelled,Hedged,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,Transportation,*,*,*,*,GeneralLedger,Credit,RM,%company_code_b%+.+%core_account_b%, ,109999,%event_num%, ,%spot_equiv_value%,%settle_currency_id%, , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,1,%trade_date%,0,0,%settle_date%,Pay,*
10378,SID2044,SL,CASH,Sell,Cancelled,Hedged,Tax Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,Transportation,*,*,*,*,GeneralLedger,Credit,RM,%company_code_a%+.+%core_account_a%, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,1,%trade_date%,0,0,%settle_date%,Pay,*
10379,SID2044,SL,CASH,Sell,Cancelled,Hedged,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,Transportation,*,*,*,*,CustomerInvoice,Debit,RM, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%trade_date%,0,0,%settle_date%,Pay,*
10380,SID2044,SL,CASH,Sell,Cancelled,Hedged,Tax Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,Transportation,*,*,*,*,CustomerInvoice,Debit,RM, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%trade_date%,0,0,%settle_date%,Pay,*
10381,SID2051,SL,FX,Buy,Validated,Corrections,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,GeneralLedger,Debit,RM,%company_code_b%+.+%core_account_b%+.+%subsidiary_b%, ,109999,%event_num%,%spot_equiv_value%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
10382,SID2051,SL,FX,Buy,Validated,Corrections,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,GeneralLedger,Debit,RM,%company_code_b%+.+%core_account_b%+.+%subsidiary_b%, ,109999,%event_num%, ,%spot_equiv_value%,%settle_currency_id%, , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
10383,SID2051,SL,FX,Buy,Validated,Corrections,Tax Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,GeneralLedger,Debit,RM,%company_code_a%+.+%core_account_a%, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
10384,SID2051,SL,FX,Buy,Validated,Corrections,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,CustomerInvoice,Credit,RM, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
10385,SID2051,SL,FX,Buy,Validated,Corrections,Tax Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,CustomerInvoice,Credit,RM, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
10386,SID2051,SL,FX,Buy,Validated,Corrections,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,GeneralLedger,Debit,RM,%company_code_d%+%company_code_d_1%+.+%core_account_d%+.+%subsidiary_group_d%, ,109999,%event_num%,%spot_equiv_value%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,3,%metal_value_date%,0,0,%settle_date%,%buy_sell%,*
10387,SID2051,SL,FX,Buy,Validated,Corrections,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,GeneralLedger,Credit,RM,%company_code_e%+.+%core_account_e%, ,109999,%event_num%,%spot_equiv_value%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,4,%metal_value_date%,0,0,%settle_date%,%buy_sell%,*
10388,SID2051,SL,FX,Buy,Validated,Corrections,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,GeneralLedger,%dr_cr_validated_c%,RM,%company_code_c%+.+%core_account_c%+.+%subsidiary_c%, ,109999,%event_num%,%interest%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,3,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
10389,SID2052,SL,FX,Buy,Cancelled,Corrections,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,GeneralLedger,Credit,RM,%company_code_b%+.+%core_account_b%+.+%subsidiary_b%, ,109999,%event_num%,%spot_equiv_value%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,1,%metal_value_date%,0,0,%businss_date%,%buy_sell%,*
10390,SID2052,SL,FX,Buy,Cancelled,Corrections,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,GeneralLedger,Credit,RM,%company_code_b%+.+%core_account_b%+.+%subsidiary_b%, ,109999,%event_num%, ,%spot_equiv_value%,%settle_currency_id%, , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,1,%metal_value_date%,0,0,%settle_date%,%buy_sell%,*
10391,SID2052,SL,FX,Buy,Cancelled,Corrections,Tax Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,GeneralLedger,Credit,RM,%company_code_a%+.+%core_account_a%, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,1,%metal_value_date%,0,0,%settle_date%,%buy_sell%,*
10392,SID2052,SL,FX,Buy,Cancelled,Corrections,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,CustomerInvoice,Debit,RM, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
10393,SID2052,SL,FX,Buy,Cancelled,Corrections,Tax Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,CustomerInvoice,Debit,RM, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
10394,SID2052,SL,FX,Buy,Cancelled,Corrections,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,GeneralLedger,Credit,RM,%company_code_d%+%company_code_d_1%+.+%core_account_d%+.+%subsidiary_group_d%, ,109999,%event_num%,%spot_equiv_value%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,3,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
10395,SID2052,SL,FX,Buy,Cancelled,Corrections,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,GeneralLedger,Debit,RM,%company_code_e%+.+%core_account_e%, ,109999,%event_num%,%spot_equiv_value%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,4,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
10396,SID2052,SL,FX,Buy,Cancelled,Corrections,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,GeneralLedger,%dr_cr_cancelled_c%,RM,%company_code_c%+.+%core_account_c%+.+%subsidiary_c%, ,109999,%event_num%,%interest%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,3,%metal_value_date%,0,0,%settle_date%,%buy_sell%,*
10397,SID2053,SL,FX,Sell,Validated,Corrections,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,GeneralLedger,Credit,RI,%company_code_b%+.+%core_account_b%+.+%subsidiary_b%, ,109999,%event_num%,%spot_equiv_value%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
10398,SID2053,SL,FX,Sell,Validated,Corrections,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,GeneralLedger,Credit,RI,%company_code_b%+.+%core_account_b%+.+%subsidiary_b%, ,109999,%event_num%, ,%spot_equiv_value%,%settle_currency_id%, , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
10399,SID2053,SL,FX,Sell,Validated,Corrections,Tax Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,GeneralLedger,Credit,RI,%company_code_a%+.+%core_account_a%, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
10400,SID2053,SL,FX,Sell,Validated,Corrections,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,CustomerInvoice,Debit,RI, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
10401,SID2053,SL,FX,Sell,Validated,Corrections,Tax Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,CustomerInvoice,Debit,RI, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
10402,SID2053,SL,FX,Sell,Validated,Corrections,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,GeneralLedger,%dr_cr_validated_c%,RI,%company_code_c%+.+%core_account_c%+.+%subsidiary_c%, ,109999,%event_num%,%interest%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,5,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
10403,SID2054,SL,FX,Sell,Cancelled,Corrections,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,GeneralLedger,Debit,RI,%company_code_b%+.+%core_account_b%+.+%subsidiary_b%, ,109999,%event_num%,%spot_equiv_value%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,1,%metal_value_date%,0,0,%settle_date%,%buy_sell%,*
10404,SID2054,SL,FX,Sell,Cancelled,Corrections,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,GeneralLedger,Debit,RI,%company_code_b%+.+%core_account_b%+.+%subsidiary_b%, ,109999,%event_num%, ,%spot_equiv_value%,%settle_currency_id%, , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,1,%metal_value_date%,0,0,%settle_date%,%buy_sell%,*
10405,SID2054,SL,FX,Sell,Cancelled,Corrections,Tax Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,GeneralLedger,Debit,RI,%company_code_a%+.+%core_account_a%, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,1,%metal_value_date%,0,0,%settle_date%,%buy_sell%,*
10406,SID2054,SL,FX,Sell,Cancelled,Corrections,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,CustomerInvoice,Credit,RI, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
10407,SID2054,SL,FX,Sell,Cancelled,Corrections,Tax Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,CustomerInvoice,Credit,RI, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
10408,SID2054,SL,FX,Sell,Cancelled,Corrections,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,*,*,*,*,*,GeneralLedger,%dr_cr_cancelled_c%,RI,%company_code_c%+.+%core_account_c%+.+%subsidiary_c%, ,109999,%event_num%,%interest%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,5,%metal_value_date%,0,0,%settle_date%,%buy_sell%,*
10409,SID2060,SL,CASH,Buy,Validated,Hedged,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,Premium Charge Ir;Premium Charge Pd;Premium Charge Pt;Premium Charge Rh;Premium Charge Ru,*,*,*,*,CustomerInvoice,Debit,RI, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%trade_date%,0,0,%settle_date%,Receive,*
10410,SID2060,SL,CASH,Buy,Validated,Hedged,Tax Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,Premium Charge Ir;Premium Charge Pd;Premium Charge Pt;Premium Charge Rh;Premium Charge Ru,*,*,*,*,CustomerInvoice,Debit,RI, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%trade_date%,0,0,%settle_date%,Receive,*
10411,SID2060,SL,CASH,Buy,Validated,Hedged,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,Premium Charge Ir;Premium Charge Pd;Premium Charge Pt;Premium Charge Rh;Premium Charge Ru,*,*,*,*,GeneralLedger,Credit,RI,%company_code_d%+%company_code_d_1%+.+%core_account_d%+.+%subsidiary_group_d%, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,1,%trade_date%,0,0,%settle_date%,Receive,*
10412,SID2060,SL,CASH,Buy,Validated,Hedged,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,Premium Charge Ir;Premium Charge Pd;Premium Charge Pt;Premium Charge Rh;Premium Charge Ru,*,*,*,*,GeneralLedger,Debit,RI,%company_code_e%+.+%core_account_e%, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,4,%trade_date%,0,0,%settle_date%,Receive,*
10413,SID2061,SL,CASH,Buy,Cancelled,Hedged,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,Premium Charge Ir;Premium Charge Pd;Premium Charge Pt;Premium Charge Rh;Premium Charge Ru,*,*,*,*,CustomerInvoice,Credit,RI, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%trade_date%,0,0,%settle_date%,Receive,*
10414,SID2061,SL,CASH,Buy,Cancelled,Hedged,Tax Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,Premium Charge Ir;Premium Charge Pd;Premium Charge Pt;Premium Charge Rh;Premium Charge Ru,*,*,*,*,CustomerInvoice,Credit,RI, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%trade_date%,0,0,%settle_date%,Receive,*
10415,SID2061,SL,CASH,Buy,Cancelled,Hedged,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,Premium Charge Ir;Premium Charge Pd;Premium Charge Pt;Premium Charge Rh;Premium Charge Ru,*,*,*,*,GeneralLedger,Debit,RI,%company_code_d%+%company_code_d_1%+.+%core_account_d%+.+%subsidiary_group_d%, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,3,%trade_date%,0,0,%settle_date%,Receive,*
10416,SID2061,SL,CASH,Buy,Cancelled,Hedged,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,Premium Charge Ir;Premium Charge Pd;Premium Charge Pt;Premium Charge Rh;Premium Charge Ru,*,*,*,*,GeneralLedger,Credit,RI,%company_code_e%+.+%core_account_e%, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,4,%trade_date%,0,0,%settle_date%,Receive,*
10417,SID2062,SL,CASH,Sell,Validated,Hedged,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,Premium Charge Ir;Premium Charge Pd;Premium Charge Pt;Premium Charge Rh;Premium Charge Ru,*,*,*,*,CustomerInvoice,Credit,RM, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%trade_date%,0,0,%settle_date%,Pay,*
10418,SID2062,SL,CASH,Sell,Validated,Hedged,Tax Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,Premium Charge Ir;Premium Charge Pd;Premium Charge Pt;Premium Charge Rh;Premium Charge Ru,*,*,*,*,CustomerInvoice,Credit,RM, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%trade_date%,0,0,%settle_date%,Pay,*
10419,SID2063,SL,CASH,Sell,Cancelled,Hedged,Cash Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,Premium Charge Ir;Premium Charge Pd;Premium Charge Pt;Premium Charge Rh;Premium Charge Ru,*,*,*,*,CustomerInvoice,Debit,RM, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%trade_date%,0,0,%settle_date%,Pay,*
10420,SID2063,SL,CASH,Sell,Cancelled,Hedged,Tax Settlement,*,*,*,*,Yes,JM PMM UK;JM PM LTD,Premium Charge Ir;Premium Charge Pd;Premium Charge Pt;Premium Charge Rh;Premium Charge Ru,*,*,*,*,CustomerInvoice,Debit,RM, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%trade_date%,0,0,%settle_date%,Pay,*
10421,SID1071,SL,CASH,Sell,Validated,Hedged,Cash Settlement,*,*,*,*,*,JM PMM UK;JM PM LTD,Metal Rentals - IRIDIUM;Metal Rentals - OSMIUM;Metal Rentals - PALLADIUM;Metal Rentals - PLATINUM;Metal Rentals - RHODIUM;Metal Rentals - RUTHENIUM;Metal Rentals - GOLD;Metal Rentals - SILVER,*,*,*,*,CustomerInvoice,Credit,RM, , ,109999,%event_num%,%settle_amount%, , ,%settle_amount%,%settle_currency_id%,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%trade_date%,0,0,%settle_date%,Pay,*
10422,SID1071,SL,CASH,Sell,Validated,Hedged,Tax Settlement,*,*,*,*,*,JM PMM UK;JM PM LTD,Metal Rentals - IRIDIUM;Metal Rentals - OSMIUM;Metal Rentals - PALLADIUM;Metal Rentals - PLATINUM;Metal Rentals - RHODIUM;Metal Rentals - RUTHENIUM;Metal Rentals - GOLD;Metal Rentals - SILVER,*,*,*,*,CustomerInvoice,Credit,RM, , ,109999,%event_num%,%settle_amount%, , ,%settle_amount%,%settle_currency_id%,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%trade_date%,0,0,%settle_date%,Pay,*
10423,SID1071,SL,CASH,Sell,Validated,Hedged,Cash Settlement,*,*,*,*,*,JM PMM UK;JM PM LTD,Metal Rentals - IRIDIUM;Metal Rentals - OSMIUM;Metal Rentals - PALLADIUM;Metal Rentals - PLATINUM;Metal Rentals - RHODIUM;Metal Rentals - RUTHENIUM;Metal Rentals - GOLD;Metal Rentals - SILVER,*,*,*,*,GeneralLedger,Debit,RM,%company_code_c%+.+%core_acc_c%+.+%subsidiary_c%, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,3,%trade_date%,0,0,%settle_date%,Pay,*
10424,SID1072,SL,CASH,Sell,Cancelled,Hedged,Cash Settlement,*,*,*,*,*,JM PMM UK;JM PM LTD,Metal Rentals - IRIDIUM;Metal Rentals - OSMIUM;Metal Rentals - PALLADIUM;Metal Rentals - PLATINUM;Metal Rentals - RHODIUM;Metal Rentals - RUTHENIUM;Metal Rentals - GOLD;Metal Rentals - SILVER,*,*,*,*,CustomerInvoice,Debit,RM, , ,109999,%event_num%,%settle_amount%, , ,%settle_amount%,%settle_currency_id%,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%trade_date%,0,0,%settle_date%,Pay,*
10425,SID1072,SL,CASH,Sell,Cancelled,Hedged,Tax Settlement,*,*,*,*,*,JM PMM UK;JM PM LTD,Metal Rentals - IRIDIUM;Metal Rentals - OSMIUM;Metal Rentals - PALLADIUM;Metal Rentals - PLATINUM;Metal Rentals - RHODIUM;Metal Rentals - RUTHENIUM;Metal Rentals - GOLD;Metal Rentals - SILVER,*,*,*,*,CustomerInvoice,Debit,RM, , ,109999,%event_num%,%settle_amount%, , ,%settle_amount%,%settle_currency_id%,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%trade_date%,0,0,%settle_date%,Pay,*
10426,SID1072,SL,CASH,Sell,Cancelled,Hedged,Cash Settlement,*,*,*,*,*,JM PMM UK;JM PM LTD,Metal Rentals - IRIDIUM;Metal Rentals - OSMIUM;Metal Rentals - PALLADIUM;Metal Rentals - PLATINUM;Metal Rentals - RHODIUM;Metal Rentals - RUTHENIUM;Metal Rentals - GOLD;Metal Rentals - SILVER,*,*,*,*,GeneralLedger,Credit,RM,%company_code_c%+.+%core_acc_c%+.+%subsidiary_c%, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,3,%trade_date%,0,0,%settle_date%,Pay,*
10427,SID1073,SL,CASH,Buy,Validated,Hedged,Cash Settlement,*,*,*,*,*,JM PMM UK;JM PM LTD,Metal Rentals - IRIDIUM;Metal Rentals - OSMIUM;Metal Rentals - PALLADIUM;Metal Rentals - PLATINUM;Metal Rentals - RHODIUM;Metal Rentals - RUTHENIUM;Metal Rentals - GOLD;Metal Rentals - SILVER,*,*,*,*,CustomerInvoice,Debit,RI, , ,109999,%event_num%,%settle_amount%, , ,%settle_amount%,%settle_currency_id%,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%trade_date%,0,0,%settle_date%,Receive,*
10428,SID1073,SL,CASH,Buy,Validated,Hedged,Tax Settlement,*,*,*,*,*,JM PMM UK;JM PM LTD,Metal Rentals - IRIDIUM;Metal Rentals - OSMIUM;Metal Rentals - PALLADIUM;Metal Rentals - PLATINUM;Metal Rentals - RHODIUM;Metal Rentals - RUTHENIUM;Metal Rentals - GOLD;Metal Rentals - SILVER,*,*,*,*,CustomerInvoice,Debit,RI, , ,109999,%event_num%,%settle_amount%, , ,%settle_amount%,%settle_currency_id%,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%trade_date%,0,0,%settle_date%,Receive,*
10429,SID1073,SL,CASH,Buy,Validated,Hedged,Cash Settlement,*,*,*,*,*,JM PMM UK;JM PM LTD,Metal Rentals - IRIDIUM;Metal Rentals - OSMIUM;Metal Rentals - PALLADIUM;Metal Rentals - PLATINUM;Metal Rentals - RHODIUM;Metal Rentals - RUTHENIUM;Metal Rentals - GOLD;Metal Rentals - SILVER,*,*,*,*,GeneralLedger,Credit,RI,%company_code_c%+.+%core_acc_c%+.+%subsidiary_c%, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,5,%trade_date%,0,0,%settle_date%,Receive,*
10430,SID1074,SL,CASH,Buy,Cancelled,Hedged,Cash Settlement,*,*,*,*,*,JM PMM UK;JM PM LTD,Metal Rentals - IRIDIUM;Metal Rentals - OSMIUM;Metal Rentals - PALLADIUM;Metal Rentals - PLATINUM;Metal Rentals - RHODIUM;Metal Rentals - RUTHENIUM;Metal Rentals - GOLD;Metal Rentals - SILVER,*,*,*,*,CustomerInvoice,Credit,RI, , ,109999,%event_num%,%settle_amount%, , ,%settle_amount%,%settle_currency_id%,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%trade_date%,0,0,%settle_date%,Receive,*
10431,SID1074,SL,CASH,Buy,Cancelled,Hedged,Tax Settlement,*,*,*,*,*,JM PMM UK;JM PM LTD,Metal Rentals - IRIDIUM;Metal Rentals - OSMIUM;Metal Rentals - PALLADIUM;Metal Rentals - PLATINUM;Metal Rentals - RHODIUM;Metal Rentals - RUTHENIUM;Metal Rentals - GOLD;Metal Rentals - SILVER,*,*,*,*,CustomerInvoice,Credit,RI, , ,109999,%event_num%,%settle_amount%, , ,%settle_amount%,%settle_currency_id%,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%trade_date%,0,0,%settle_date%,Receive,*
10432,SID1074,SL,CASH,Buy,Cancelled,Hedged,Cash Settlement,*,*,*,*,*,JM PMM UK;JM PM LTD,Metal Rentals - IRIDIUM;Metal Rentals - OSMIUM;Metal Rentals - PALLADIUM;Metal Rentals - PLATINUM;Metal Rentals - RHODIUM;Metal Rentals - RUTHENIUM;Metal Rentals - GOLD;Metal Rentals - SILVER,*,*,*,*,GeneralLedger,Debit,RI,%company_code_c%+.+%core_acc_c%+.+%subsidiary_c%, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,5,%trade_date%,0,0,%settle_date%,Receive,*
10433,SID1045,SL,CASH,Buy,Validated,Hedged,Cash Settlement,*,*,*,*,*,JM PMM UK;JM PM LTD,Transfer Charge;Shipping Charges;Shipping Freight,*,*,*,*,GeneralLedger,Credit,RI,%company_code_b%+.+%core_account_b%+.+%subsidiary_b%, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,1,%trade_date%,0,0,%settle_date%,Receive,*
10434,SID1045,SL,CASH,Buy,Validated,Hedged,Cash Settlement,*,*,*,*,*,JM PMM UK;JM PM LTD,Transfer Charge;Shipping Charges;Shipping Freight,*,*,*,*,CustomerInvoice,Debit,RI, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%trade_date%,0,0,%settle_date%,Receive,*
10435,SID1045,SL,CASH,Buy,Validated,Hedged,Tax Settlement,*,*,*,*,*,JM PMM UK;JM PM LTD,Transfer Charge;Shipping Charges;Shipping Freight,*,*,*,*,CustomerInvoice,Debit,RI, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_uk%,Customer,%customer_code_ccy%,%company_ccy%,2,%trade_date%,0,0,%settle_date%,Receive,*
